(803.5, 26.5)
(347.5, 559.5)
(274.0, 709.0)
(466.5, 444.5)
(1017.0, 126.5)
(736.5, 152.0)
(369.5, 698.0)
(803.5, 26.5)
(347.5, 559.5)
(274.0, 709.0)
(466.5, 444.5)
(1017.0, 126.5)
(736.5, 152.0)
(369.5, 698.0)
(803.5, 26.5)
(347.5, 559.5)
(274.0, 709.0)
(466.5, 444.5)
(1017.0, 126.5)
(736.5, 152.0)
(369.5, 698.0)
(803.5, 26.5)
(347.5, 559.5)
(274.0, 709.0)
(466.5, 444.5)
(1017.0, 126.5)
(736.5, 152.0)
(369.5, 698.0)
